Username,Handle,Timestamp,Comments,Responding,Text,Reply,Retweet,Likes
Planet Rhino,@Planet_Rhino,2021-03-22T21:44:00.000Z,"""The release of 83 rhino poachers from South African jails last year did not help the uphill battle faced by special prosecutors dealing with environmental crimes in Mozambique"" #RhinoPoaching #WildlifeCrime","oxpeckers.org
Mozambique’s tough task tackling rhino crimes - Oxpeckers
The release of 83 rhino poachers from South African jails last year did not help the uphill battle faced by special prosecutors dealing with environmental crimes in Mozambique, reports Estacio Valoi...","""The release of 83 rhino poachers from South African jails last year did not help the uphill battle faced by special prosecutors dealing with environmental crimes in Mozambique"" #RhinoPoaching #WildlifeCrimeoxpeckers.org
Mozambique’s tough task tackling rhino crimes - Oxpeckers
The release of 83 rhino poachers from South African jails last year did not help the uphill battle faced by special prosecutors dealing with environmental crimes in Mozambique, reports Estacio Valoi...",,,5.0
Beard Brothers - Beard & Coffee,@beard_coffee1,2021-03-02T09:52:40.000Z,"Meet Thandi, the very 1st survivor of an rhino poaching incident. 
Please support our cause, 100% of the proceeds from each purchase goes directly to @Dancingforrhinos

#RhinoPoaching #rhinoconservation #dancingforrhinos #conservationmatters #conservation",,"Meet Thandi, the very 1st survivor of an rhino poaching incident. 
Please support our cause, 100% of the proceeds from each purchase goes directly to @Dancingforrhinos

#RhinoPoaching #rhinoconservation #dancingforrhinos #conservationmatters #conservation",,1.0,
Jane Flowers,@zimkwacha,2021-02-21T00:26:41.000Z,"Kenya gets around poaching by addressing better policing before the rhinos and elephants die, unlike South Africa. #Corruption #rhinopoaching #KrugerPark #WildlifeCrimes   - SAns Newsfeed","sansnewsfeed.com
Kenya Rhino, Elephant Poaching Falls Dramatically
Kenya rhino and elephant poaching dropped in 2020 and in fact, the numbers fell dramatically. Meanwhile, in South Africa, poaching still continues. A lot of the poaching in places like KwaZulu Nata…","Kenya gets around poaching by addressing better policing before the rhinos and elephants die, unlike South Africa. #Corruption #rhinopoaching #KrugerPark #WildlifeCrimes   - SAns Newsfeedsansnewsfeed.com
Kenya Rhino, Elephant Poaching Falls Dramatically
Kenya rhino and elephant poaching dropped in 2020 and in fact, the numbers fell dramatically. Meanwhile, in South Africa, poaching still continues. A lot of the poaching in places like KwaZulu Nata…",,,
Minoshni Pillay,@Minoshni,2021-02-10T14:28:41.000Z,"[LISTEN HERE] Reaction to #SA's 2020 rhino poaching stats? Limited movement, locked land borders & dedicated rangers helped the rhino population. But the core issues remain. 
@jamiepaterson4
 @Bonne_de_Bod
 #sabcnews #RhinoPoaching https://iono.fm/e/994244","5
7","[LISTEN HERE] Reaction to #SA's 2020 rhino poaching stats? Limited movement, locked land borders & dedicated rangers helped the rhino population. But the core issues remain. 
@jamiepaterson4
 @Bonne_de_Bod
 #sabcnews #RhinoPoaching https://iono.fm/e/9942445
7",,5.0,7.0
Minoshni Pillay,@Minoshni,2021-02-10T14:14:54.000Z,"Let's break down the figures... in 2020, #SA lost 394 rhinos to poaching. A 33% decline from 2019. 
@SANParksKNP
 suffered 1573 poacher activities & lost 245 rhinos. Last year also saw 44 convictions for poaching & related activities. #sabcnews #RhinoPoaching",,"Let's break down the figures... in 2020, #SA lost 394 rhinos to poaching. A 33% decline from 2019. 
@SANParksKNP
 suffered 1573 poacher activities & lost 245 rhinos. Last year also saw 44 convictions for poaching & related activities. #sabcnews #RhinoPoaching",,,
Minoshni Pillay,@Minoshni,2021-02-10T14:10:33.000Z,"""Instead of having to sell a commodity through illegal or illicit trade you can in fact legalise it, bring the revenue back into conservation.""- Pelham Jones, Private Rhino Owners Assoc calling on SA to tap into its rhino horn reserves. #sabcnews #RhinoPoaching #Stats2020",,"""Instead of having to sell a commodity through illegal or illicit trade you can in fact legalise it, bring the revenue back into conservation.""- Pelham Jones, Private Rhino Owners Assoc calling on SA to tap into its rhino horn reserves. #sabcnews #RhinoPoaching #Stats2020",,,
Minoshni Pillay,@Minoshni,2021-02-10T14:08:25.000Z,"""We had the shocking report in 
@africageo
 2 weeks ago stating that almost 70% of the rhinos lost in Kruger had been lost over the past  2 years. So that means there are 70% less rhinos to poach in the Kruger.""- 
@Bonne_de_Bod
 #sabcnews #RhinoPoaching #Stats2020","1
3
3","""We had the shocking report in 
@africageo
 2 weeks ago stating that almost 70% of the rhinos lost in Kruger had been lost over the past  2 years. So that means there are 70% less rhinos to poach in the Kruger.""- 
@Bonne_de_Bod
 #sabcnews #RhinoPoaching #Stats20201
3
3",1.0,3.0,3.0
Minoshni Pillay,@Minoshni,2021-02-10T14:05:01.000Z,"Today we caught up with 
@environmentza
 , wildlife conservationists and the Private Rhino Owners Association on the 2020 #RhinoPoaching statistics. 33% decline from 2019. But is it really good news? Basically lockdown, locked down, the poachers. #sabcnews",,"Today we caught up with 
@environmentza
 , wildlife conservationists and the Private Rhino Owners Association on the 2020 #RhinoPoaching statistics. 33% decline from 2019. But is it really good news? Basically lockdown, locked down, the poachers. #sabcnews",,,
The Boucher Legacy,@BoucherLegacy,2021-02-10T05:48:14.000Z,"[NEWS] Stop the Illegal Wildlife Trade: How smugglers are being caught by their own mobile phone data 
@Independent
https://independent.co.uk/news/world/asia/smugglers-poachers-caught-mobile-data-b1799235.html…
#TheBoucherLegacy #rhinopoaching #stopthedemand #antipoaching","independent.co.uk
How wildlife criminals are being caught by their own mobile phone data
Technology that can find links in complex criminal webs has become the latest tool in the fight against poachers, writes Namita Singh","[NEWS] Stop the Illegal Wildlife Trade: How smugglers are being caught by their own mobile phone data 
@Independent
https://independent.co.uk/news/world/asia/smugglers-poachers-caught-mobile-data-b1799235.html…
#TheBoucherLegacy #rhinopoaching #stopthedemand #antipoachingindependent.co.uk
How wildlife criminals are being caught by their own mobile phone data
Technology that can find links in complex criminal webs has become the latest tool in the fight against poachers, writes Namita Singh",,,1.0
Deborah@TheGlobalPen,Deborah@TheGlobalPen,2021-02-09T11:44:22.000Z,"Benedict Matua, one of 70 Kenya Wildlife Service rangers devoted to keeping Nairobi National Park rhinos safe and promoting #conservationtourism in #Kenya. 2020: 168 black rhino, 78 white rhinos, zero #rhinopoaching!",,"Benedict Matua, one of 70 Kenya Wildlife Service rangers devoted to keeping Nairobi National Park rhinos safe and promoting #conservationtourism in #Kenya. 2020: 168 black rhino, 78 white rhinos, zero #rhinopoaching!",,,
Environmentza,@environmentza,2021-02-01T10:03:23.000Z,"South Africa saw a marked decline in #RhinoPoaching during 2020, with the killing of #rhino declining by 33%.   #wildlifeconservation

Read more herehttps://environment.gov.za/mediarelease/rhinopoaching_sa…",,"South Africa saw a marked decline in #RhinoPoaching during 2020, with the killing of #rhino declining by 33%.   #wildlifeconservation

Read more herehttps://environment.gov.za/mediarelease/rhinopoaching_sa…",5.0,18.0,29.0
Risovic Liliana,@risovic,2021-01-30T17:54:17.000Z,Shocking new Statistics indicate the true extent of #RhinoPoaching in the Kruger National Park -,"wildheartwildlifefoundation.org
Shocking new Statistics indicate the true extent of Rhino Poaching in the Kruger National Park
Anyone who is a regular visitor to the Kruger National Park would be able to tell you about the Rhinos they are increasingly NOT seeing, compared to previous years. Every Wildlife lover knows that...","Shocking new Statistics indicate the true extent of #RhinoPoaching in the Kruger National Park -wildheartwildlifefoundation.org
Shocking new Statistics indicate the true extent of Rhino Poaching in the Kruger National Park
Anyone who is a regular visitor to the Kruger National Park would be able to tell you about the Rhinos they are increasingly NOT seeing, compared to previous years. Every Wildlife lover knows that...",,,
Robert Preston,@manchesteru4evr,2021-01-21T10:15:30.000Z,"Stop the Illegal Wildlife Trade: Anti-poaching NGO Freeland joins the Independent’s campaign https://independent.co.uk/environment/wildlife-trade-independent-freeland-ngo-b1789316.html…

#SaveElephants #StopPoaching #ivoryban #banivorytrade #stoppoachingelephants #endwildlifecrime #stoprhinopoaching #savetherhino #rhinopoaching","independent.co.uk
Anti-poaching NGO Freeland joins the Independent’s campaign against illegal wildlife trade
Bangkok-based charity boasts team of experts working to tackle wildlife crime across three continents","Stop the Illegal Wildlife Trade: Anti-poaching NGO Freeland joins the Independent’s campaign https://independent.co.uk/environment/wildlife-trade-independent-freeland-ngo-b1789316.html…

#SaveElephants #StopPoaching #ivoryban #banivorytrade #stoppoachingelephants #endwildlifecrime #stoprhinopoaching #savetherhino #rhinopoachingindependent.co.uk
Anti-poaching NGO Freeland joins the Independent’s campaign against illegal wildlife trade
Bangkok-based charity boasts team of experts working to tackle wildlife crime across three continents",,,
Desiree_Laverne,@Desiree_Laverne,2021-01-11T11:54:44.000Z,"This is just devastating... 
Fuck you Pac man and fuck your #RhinoPoaching syndicates.. Mother (Reine) and daughter (8mnths old) poached for their horns.. Magen hardly had a horn, she was just a baby.. 
https://endangeredrhino.org/poaching-of-reine-and-magen/?mc_cid=09811fc025&mc_eid=a2d62de305&fbclid=IwAR3QSRs154Qsbr0h4oiuMXsoTQkyg-rbmu8MZtIvutjjzjUtEcJGyxt9Nx4…","9
10
23","This is just devastating... 
Fuck you Pac man and fuck your #RhinoPoaching syndicates.. Mother (Reine) and daughter (8mnths old) poached for their horns.. Magen hardly had a horn, she was just a baby.. 
https://endangeredrhino.org/poaching-of-reine-and-magen/?mc_cid=09811fc025&mc_eid=a2d62de305&fbclid=IwAR3QSRs154Qsbr0h4oiuMXsoTQkyg-rbmu8MZtIvutjjzjUtEcJGyxt9Nx4…9
10
23",9.0,10.0,23.0
Rhino pentarou,@Rhino_pentarou,2021-01-09T14:16:23.000Z,"2021年の南アフリカのサイ密猟は早くも衝撃的な始まりです。角を奪われた母親と5ヵ月の赤ちゃんの親子が殺されました。大人のオスも撃たれたが、彼は幸いにも生き残ったようです。
#rhino #rhinopoaching","Quote Tweet
Endangered Rhino Conservation
@RhinoEndangered
·
Jan 8, 2021
2021 has started off with the  poaching of a dehorned cow and her 5 month old calf. An adult bull was also shot in the assault, but he survived.  Stop the slaughter!","2021年の南アフリカのサイ密猟は早くも衝撃的な始まりです。角を奪われた母親と5ヵ月の赤ちゃんの親子が殺されました。大人のオスも撃たれたが、彼は幸いにも生き残ったようです。
#rhino #rhinopoachingQuote Tweet
Endangered Rhino Conservation
@RhinoEndangered
·
Jan 8, 2021
2021 has started off with the  poaching of a dehorned cow and her 5 month old calf. An adult bull was also shot in the assault, but he survived.  Stop the slaughter!",1.0,19.0,30.0
Endangered Rangers,@EndangrdRangrs,2020-11-28T21:45:31.000Z,"'And sometimes it just takes one person to make a difference,"" says young Baxu at the center of this short film about #rhinopoaching, #wildlifecrime, & #socialchange. Elegantly powerful, please spare 30  mins to watch Baxu and the Giants 
@netflix
 #rhinos
https://netflix.com/title/81312942?s=a&trkid=13747225&t=twt…","3
6","'And sometimes it just takes one person to make a difference,"" says young Baxu at the center of this short film about #rhinopoaching, #wildlifecrime, & #socialchange. Elegantly powerful, please spare 30  mins to watch Baxu and the Giants 
@netflix
 #rhinos
https://netflix.com/title/81312942?s=a&trkid=13747225&t=twt…3
6",,3.0,6.0
Rhino pentarou,@Rhino_pentarou,2020-11-27T11:53:51.000Z,"南アフリカ：【８日間で７頭のシロサイが密猟死亡】
南アのダーバンにあるアフリカで最も歴史古いといわれる自然保護区、シュシュルウェ イムフォロジ 公園で16日、17日、21日、22日は3頭、23日に死骸を見つけた。
#rhino  #RhinoPoaching
https://iol.co.za/dailynews/news/seven-white-rhino-carcasses-found-in-eight-days-at-hluhluwe-imfolozi-park-dfd40892-b4bb-47c1-82eb-ab26240e6d25…","10
11","南アフリカ：【８日間で７頭のシロサイが密猟死亡】
南アのダーバンにあるアフリカで最も歴史古いといわれる自然保護区、シュシュルウェ イムフォロジ 公園で16日、17日、21日、22日は3頭、23日に死骸を見つけた。
#rhino  #RhinoPoaching
https://iol.co.za/dailynews/news/seven-white-rhino-carcasses-found-in-eight-days-at-hluhluwe-imfolozi-park-dfd40892-b4bb-47c1-82eb-ab26240e6d25…10
11",,10.0,11.0
